1 1:1.4610708824979217 2:1.1879594658567443 3:1.1569897647262892 4:1.023666852513335 5:1.0204637476129987 6:0.8708572844068915 7:0.7982872624508126 8:0.6642576125335851 9:0.6144529563120558 10:0.611847380477527 11:0.6000950543851512 12:0.5540823910805505 13:0.5533810237562541 14:0.5482663206064295 15:0.5321193743100305 16:0.5227366328988396 17:0.5111926005100833 18:0.5073223360085732 19:0.5068050693270387 20:0.4887658537992389 
1 1:0 2:0.02696503942323183 3:0.05154289219335207 4:0.010401088975562524 5:0 6:0.0025557687772457768 7:0 8:0 9:0 10:0 11:0.0027135959381206828 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0.002663266711138359 20:0 
1 1:0.005854180634951319 2:0.02298381370734106 3:0.02110889825719596 4:0.014376374290829877 5:0 6:0.0088314523192786 7:0.003681164459374486 8:0 9:0 10:0.06169973934734754 11:0 12:0 13:0.005590657388272149 14:0.005394002554842358 15:0 16:0.001328810397054377 17:0 18:0.0012270548197914953 19:0.0024541096395829906 20:0.007910313286949331 
1 1:0 2:0.006684291462660284 3:8.872798343143548E-4 4:0.018531517681812104 5:0 6:0.012670853656204413 7:0 8:0 9:0.001856082178064532 10:0.004715369004218701 11:0.0058858278094448616 12:0 13:0.0025066092984976068 14:0 15:0 16:0.0017873435622351127 17:0 18:0 19:0.002475712717396221 20:0 
1 1:0.0017342968857914157 2:0.08005103497133713 3:0.007035183254817372 4:0.004258990748030678 5:0 6:0.005232623046476125 7:0.009814881382164714 8:0 9:0.0018395941384116744 10:0.0012462616555989191 11:0.00777805671603458 12:0 13:0.003312456619503605 14:0.022171826174163512 15:0 16:5.904887149346967E-4 17:0 18:0.0027263559394901985 19:0.001635813563694119 20:6.391158366359231E-4 
1 1:0 2:0 3:0.03396889953919172 4:0.012338546725912407 5:0 6:0.024254746827195212 7:0 8:0 9:0.00710588324053137 10:0 11:0 12:0 13:0.006397587784727552 14:0 15:0 16:0 17:0 18:0 19:0 20:0 
1 1:0.08501561094890424 2:0.024356601706085612 3:0 4:0.003914562258298804 5:0 6:0.015390259262046107 7:0.010023492132122596 8:0 9:0 10:0 11:0.0020425823235620693 12:0 13:0.018267451279564206 14:0.01321866178194844 15:0 16:0.028222238238527375 17:0 18:0 19:0.004009396852849038 20:0 
1 1:0.13384480914468597 2:0.006727360350950621 3:0 4:0 5:0 6:0 7:0.053155508791380035 8:0 9:0.022416497645387622 10:0 11:0 12:0.038281333333374586 13:0 14:0 15:0 16:0.01439087960933632 17:0 18:0.006644438598922504 19:0 20:0 
1 1:0.05516655194877062 2:0 3:0.0025429928462367382 4:0 5:0 6:0.004539420507108095 7:0.009460705234429108 8:0 9:0 10:0 11:0.004819744712111599 12:0.01090139987768759 13:0.0023946934093292123 14:0 15:0.00305991915902315 16:0.010245250070499987 17:0 18:0.002365176308607277 19:0 20:0 
-1 1:0.4363643773073447 2:0.4124709629221039 3:0.3782887341404363 4:0.276559469005472 5:0.24920217050597473 6:0.23940622323450783 7:0.23896522017674496 8:0.2354699272364429 9:0.2337398037496674 10:0.22448415891103848 11:0.2112460386569341 12:0.209989243148426 13:0.20987127650734774 14:0.20978784602199513 15:0.2061014945921754 16:0.20479501725231478 17:0.19782812480508685 18:0.19400327180938695 19:0.19342023176112713 20:0.19269281382289655 
-1 1:0 2:0 3:0.006054887574380941 4:0 5:0 6:0 7:0 8:0 9:0 10:0 11:0.006788617840151368 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 
-1 1:0 2:0 3:0.004114460006984435 4:0 5:0 6:0 7:0 8:0 9:0 10:0.0035978444332916116 11:7.688415973289041E-4 12:0.018455358186642304 13:0 14:0 15:0.0014960854902558796 16:0 17:0.015597476214909527 18:0 19:0 20:0 
-1 1:0 2:0 3:0 4:0 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 
-1 1:0 2:0 3:0 4:0 5:0 6:0 7:0 8:0 9:0 10:8.786832833282097E-4 11:0 12:2.575576257571357E-4 13:8.678496265190655E-4 14:3.2990123822682364E-4 15:0 16:5.021047333304056E-4 17:0.0031290616499092005 18:1.551615797789472E-4 19:0 20:0 
-1 1:0.028153646178509847 2:0 3:0 4:0.004293445328586543 5:0.011234623284304666 6:0 7:0 8:0 9:0 10:0.010806983185606765 11:0 12:0.0036956711035432 13:0 14:0 15:0.01872437214050778 16:0.007204655457071178 17:0.011712684241756826 18:0.004452798981070597 19:0 20:0 
-1 1:0.022908290046392044 2:0 3:0.011173531442710582 4:0.0017467629283603047 5:0.0030471601810408092 6:0 7:0.004035680026416633 8:0 9:0 10:0.0058623432236244565 11:0.004697826794325281 12:0 13:0.0067550745749840576 14:0 15:0.009141480543122428 16:0.0014655858059061141 17:0 18:0 19:0 20:0 
-1 1:0.024197942389432153 2:0 3:0.002503573355253309 4:0.010697848157805282 5:0.002731021638971449 6:0 7:0 8:0 9:0 10:0.006786589024357752 11:0.001403477978312248 12:2.24594930753004E-4 13:0.008072326905963531 14:0 15:0.0034137770487143106 16:0.0010946111329609277 17:0.011863472300908562 18:0.00541214870474692 19:0 20:0 
-1 1:0.04613929307537957 2:0 3:0.002917245634777846 4:0.04925385924931776 5:7.955689552750491E-4 6:0 7:0 8:0 9:0 10:0.006122288290456249 11:8.176892434861343E-4 12:7.851160981054713E-4 13:0.004409127928244889 14:0.0010056420273148576 15:0.0015911379105500983 16:0.005357002254149218 17:0.014100180433987867 18:0.012297505061553674 19:0 20:0 
-1 1:0.03219947894288003 2:0 3:0.007852657044209012 4:0.029462621269089127 5:0.00428303334235368 6:0 7:0 8:0 9:0 10:0.004120001903301392 11:0 12:0 13:0.001582468479709745 14:0 15:0.0014276777807845599 16:0.004120001903301392 17:0.008930573970555682 18:0.008487817535176138 19:0 20:0 
-1 1:0 2:0 3:0.024166437248625685 4:0.006044719081036317 5:0 6:0 7:0 8:0 9:0 10:0.0025358491246928157 11:0 12:0.02601557947888963 13:0 14:0 15:0 16:0.005071698249385631 17:0 18:0 19:0 20:0 
-1 1:0.0026401754085018003 2:0 3:0.0135213440311329 4:0.05073113928133548 5:0.0024582918024961134 6:0 7:0 8:0 9:0 10:0.009458872808670136 11:0 12:0 13:0.005449646052824562 14:0.009322239897378832 15:0.0024582918024961134 16:0 17:0.007688694563607243 18:0.03507603614536593 19:0 20:0 
-1 1:0 2:0 3:0.005272677217881968 4:0 5:0.003137289320801912 6:0 7:0.004155047682700378 8:0 9:0 10:0.007041696742948646 11:0.006449039305302561 12:0.004644103444165422 13:5.795730578145304E-4 14:0.002643801832575467 15:0 16:0.006035740065384554 17:0.0016353943634640894 18:0 19:0 20:0 
-1 1:0 2:0 3:0 4:0 5:0 6:0 7:0 8:0 9:0 10:0 11:0.014040095987585783 12:0 13:0 14:0 15:0.027320561168649983 16:0.013140309100680956 17:0 18:0 19:0 20:0 
-1 1:0.0023697609668821224 2:0 3:0.006068224331152706 4:0.0027827010747501994 5:0.0019858557677653074 6:0 7:2.922312353930546E-4 8:0 9:0 10:0.0010612584442547027 11:4.535713828588652E-4 12:8.710061851963048E-4 13:0.007826363934893422 14:0 15:2.206506408628119E-4 16:8.490067554037621E-4 17:0.02139370794598425 18:0 19:0 20:0 
-1 1:0.04706937720469616 2:0 3:0.0172185865396458 4:0 5:0 6:0 7:0 8:0 9:0 10:0.012045283342290875 11:0 12:0.037072200757417725 13:0.006939783645393778 14:0 15:0 16:0 17:0 18:0 19:0 20:0 
-1 1:0 2:0 3:0.011083228117473158 4:0 5:0 6:0 7:0 8:0 9:0 10:0.0016614183920401206 11:0 12:0.0034089380006820896 13:0 14:0.02838193440020941 15:0.0017271619129606312 16:0.0016614183920401206 17:0.0072026276659079335 18:0.012321969594169497 19:0 20:0 
-1 1:0 2:0 3:0.017999829123114302 4:0.0012506315340075139 5:0 6:0 7:0 8:0 9:0 10:0.007345218154282639 11:0.012332861085284063 12:0.00538253368528751 13:0 14:0 15:0 16:0.005246584395916171 17:0.0034117709996406 18:0.009079346016756472 19:0.003686766722779717 20:0 
-1 1:0.011286223040448401 2:0 3:0.007958115253595324 4:0.07124083970534935 5:0.002284501504030025 6:0 7:6.051219195824255E-4 8:0 9:0 10:0.008790172564499613 11:0.015027331927419826 12:0.008567046013116676 13:0.0025321901556738984 14:0.0011550931989910678 15:0.0059397039104780655 16:8.790172564499613E-4 17:4.763425366278907E-4 18:0.024447237279196038 19:0 20:0 
-1 1:0 2:0 3:0 4:0 5:0.06497863196868105 6:0 7:0 8:0 9:0 10:0 11:0.022261773818154036 12:0 13:0 14:0 15:0 16:0.02083508470017881 17:0 18:0 19:0 20:0 
-1 1:0.005517289635715301 2:0 3:0.011773392505740719 4:9.81621047347778E-4 5:0 6:0 7:0 8:0 9:0 10:0.002470827352264795 11:8.80006016315918E-4 12:8.449504446135094E-4 13:0.017082544357892377 14:0 15:8.561999226642446E-4 16:0.0032944364696863935 17:0.005355800059264874 18:0 19:0 20:0 
-1 1:0 2:0 3:0.016953685208266636 4:0 5:0.018493918329547682 6:0 7:0 8:0 9:0 10:0.03557991387261305 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 
-1 1:0.02147765614198969 2:0 3:0.010184746197202693 4:0 5:0.0022220049748994442 6:0 7:0 8:0 9:0 10:0.006412276529722314 11:0.00685135922499565 12:0 13:0.00246291767082367 14:0.10392315863418067 15:0.02222004974899444 16:0 17:0.006949670317197673 18:0 19:0 20:0 
-1 1:0.00838341412180117 2:0 3:0.01431155244853677 4:0 5:0.015611749239228563 6:0 7:0 8:0 9:0 10:0 11:0 12:0.007703314443099788 13:0 14:0 15:0.007805874619614282 16:0 17:0 18:0 19:0 20:0 
-1 1:0.01574446066777293 2:0 3:0 4:0 5:0 6:0 7:0 8:0.11377748584954173 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 
-1 1:0.004578176506231844 2:0 3:0.015631057284217466 4:0.009774439365080002 5:0 6:0 7:0 8:0 9:0 10:0.004100521988864979 11:0.0043813065493175495 12:0.01262032366209965 13:0 14:0 15:0.008525565187380136 16:0 17:0.004444174517262342 18:0.05575472766723503 19:0 20:0 
-1 1:0.0019019531154351507 2:0 3:0.0045456256745794454 4:0.005278888437298658 5:0.0010625557083859156 6:0 7:0 8:0 9:0 10:0.0034070335912195758 11:3.6403313108649056E-4 12:0.0013981266048760956 13:0.007066556357831731 14:0 15:3.5418523612863853E-4 16:0.0013628134364878303 17:0.018832091310332057 18:0.0016845591902459182 19:5.985293059079624E-4 20:0 
-1 1:0.018443511067962576 2:0 3:0.03935676923347611 4:0 5:0.00858646208157571 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0.00858646208157571 16:0.008259622863285172 17:0 18:0.010209631949454725 19:0 20:0 
-1 1:0.002169824831525009 2:0 3:0.010495138462260299 4:0.003860492858476976 5:0.004714136044786664 6:0 7:0 8:0 9:0 10:0.005182508463237754 11:0.0013843455987759652 12:0.0013291993548878063 13:0.005225248862414138 14:0.0017025491353196073 15:0.0060610320575828535 16:0.017490966063427423 17:0.02246735621500021 18:0 19:0 20:0 
-1 1:0 2:0 3:0.009486280102186495 4:0 5:0 6:0 7:0 8:0 9:0 10:0.006636138885853223 11:0 12:0 13:0.0019116764130783436 14:0.04142177469466606 15:0 16:0.011613243050243138 17:0.003596146955144851 18:0 19:0 20:0 
-1 1:0 2:0 3:0.0118493498767455 4:0 5:0.0025851713793991382 6:0 7:0 8:0 9:0 10:0 11:0.0026570504234570943 12:0 13:0 14:0.009803387763049998 15:0 16:0.014920609043353858 17:0.0026951768040171624 18:0.003073867683706799 19:0 20:0 
-1 1:0 2:0 3:0 4:0 5:0.02701358857124942 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:0.10479853055515997 14:0 15:0.02701358857124942 16:0.012992665178201393 17:0.014081541728853713 18:0 19:0 20:0 
-1 1:0 2:0 3:0.014595887927646772 4:0.009127125499842917 5:0 6:0 7:0.21087096296971677 8:0 9:0 10:0 11:0.016364615190828463 12:0.023569081276239086 13:0 14:0 15:0 16:0 17:0 18:0.009465883926646766 19:0 20:0 
-1 1:8.589792247221425E-4 2:0 3:0 4:0 5:0.002399410561717763 6:0 7:0.0010592653163149445 8:0 9:0 10:0.013848469471376336 11:0.03370370347518929 12:0.0015785900522120656 13:0 14:0.008087957968184963 15:7.998035205725877E-4 16:0.0030774376603058527 17:0 18:0 19:0 20:0 
-1 1:0 2:0 3:0.007364130567791235 4:0 5:0.002868984943724581 6:0 7:0.0015198814037435432 8:0 9:0 10:0.004415645635741953 11:0.01238477202150765 12:5.662579590631824E-4 13:0 14:0 15:5.737969887449161E-4 16:0.0022078228178709766 17:5.982134672400861E-4 18:0 19:0 20:0 
-1 1:0 2:0 3:0.012771401936690926 4:0 5:0.001990239555332118 6:0 7:0 8:0 9:0 10:0.009572410603145067 11:0.012273461393121347 12:0.001964090106353257 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 
-1 1:0 2:0 3:0 4:0.01660477048766603 5:0.014483189053260234 6:0 7:0 8:0 9:0 10:0 11:0 12:0.014292896677558642 13:0.016053475420669944 14:0 15:0.014483189053260234 16:0 17:0 18:0 19:0 20:0 
-1 1:0 2:0 3:0.007179084941611279 4:0 5:0 6:0 7:0.010371829123266198 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0.011299809780390135 17:0 18:0 19:0.019850897044804142 20:0 
-1 1:0.009939616743213364 2:0 3:0.005891731921179059 4:8.842146816571517E-4 5:0.002827876733453078 6:0 7:0.0047666939234172504 8:0 9:0 10:0.012117410787454293 11:0.01056910561939734 12:0.002029615781415513 13:5.699052437620211E-4 14:0 15:0.010540267824688745 16:0.003214823270140935 17:0.0010720763163969036 18:3.056776032770876E-4 19:0 20:0 
-1 1:0.007639324110990415 2:0 3:0.004347098771350419 4:0 5:0.040307257897732124 6:0 7:0 8:0 9:0 10:0 11:0 12:0.009359451078795798 13:0 14:0 15:0.004742030340909662 16:0.006842291129348663 17:0 18:0 19:0 20:0 
-1 1:0 2:0 3:0.006520648157025629 4:0 5:0.0035565227556822463 6:0 7:0 8:0 9:0 10:0.013684582258697326 11:0 12:0.007019588309096847 13:0 14:0 15:0.0035565227556822463 16:0.006842291129348663 17:0.0037078615794910665 18:0 19:0 20:0 
-1 1:0 2:0 3:0.004633452860002795 4:0 5:0 6:0 7:0.0011156802876113254 8:0 9:0 10:0.006482675267609945 11:0.016450624030303736 12:8.313317619042516E-4 13:0 14:0.0010648388950755079 15:8.423999239107212E-4 16:8.103344084512431E-4 17:0 18:0 19:0 20:0 
-1 1:0.12078390824133496 2:0 3:0.022910385416576536 4:0 5:0.0024991781526415785 6:0 7:0 8:0 9:0 10:0.002404048234636017 11:0.002568666209787004 12:0.002466341838331325 13:0.005540284656613744 14:0 15:0 16:0.012020241173180084 17:0 18:0 19:0 20:0 
